track_id,audio_score,annotation_score,final_score,mood_id,algorithm_version
116,0.648619466416505,1.0,0.8594477865666019,7,joy_hybrid_v1
312,0.6858161169505859,0.8333333333333334,0.7743264467802344,7,joy_hybrid_v1
310,0.6105381780838469,0.8333333333333334,0.7442152712335388,7,joy_hybrid_v1
384,0.6207879062462244,0.8181818181818182,0.7392242534075807,7,joy_hybrid_v1
331,0.698095566026338,0.75,0.7292382264105353,7,joy_hybrid_v1
337,0.5589438984002445,0.8181818181818182,0.7144866502691887,7,joy_hybrid_v1
285,0.8299690211713536,0.6363636363636364,0.7138057902867232,7,joy_hybrid_v1
247,0.8238866277210413,0.6363636363636364,0.7113728329065983,7,joy_hybrid_v1
134,0.7983105700417173,0.6428571428571429,0.7050385137309727,7,joy_hybrid_v1
288,0.8031646731907696,0.6363636363636364,0.7030840510944896,7,joy_hybrid_v1
313,0.6322371134753285,0.75,0.7028948453901314,7,joy_hybrid_v1
214,0.6662257744707162,0.7272727272727273,0.7028539461519228,7,joy_hybrid_v1
103,0.6762974436603202,0.6923076923076923,0.6859035928487434,7,joy_hybrid_v1
169,0.6617824943678088,0.7,0.6847129977471236,7,joy_hybrid_v1
364,0.7115053870043849,0.6666666666666666,0.684602154801754,7,joy_hybrid_v1
36,0.6267005344363189,0.7058823529411765,0.6742096255392335,7,joy_hybrid_v1
70,0.7373666112331123,0.631578947368421,0.6738940129142975,7,joy_hybrid_v1
138,0.6069963399640393,0.7142857142857143,0.6713699645570443,7,joy_hybrid_v1
164,0.7643983362826826,0.6,0.665759334513073,7,joy_hybrid_v1
14,0.5364629128200754,0.75,0.6645851651280301,7,joy_hybrid_v1
147,0.49044831887086116,0.7647058823529411,0.6550028569601091,7,joy_hybrid_v1
7,0.38421998237497246,0.8333333333333334,0.653687992949989,7,joy_hybrid_v1
394,0.6794301252940466,0.6363636363636364,0.6535902319358005,7,joy_hybrid_v1
61,0.6387872950557534,0.6590909090909091,0.6509694634768468,7,joy_hybrid_v1
109,0.703048401310506,0.6153846153846154,0.6504501297549716,7,joy_hybrid_v1
345,0.6599936429084138,0.6428571428571429,0.6497117428776513,7,joy_hybrid_v1
161,0.6489894178766106,0.6428571428571429,0.64531005286493,7,joy_hybrid_v1
235,0.8232547029685378,0.52,0.6413018811874152,7,joy_hybrid_v1
205,0.7246603557697091,0.5833333333333334,0.6398641423078837,7,joy_hybrid_v1
396,0.7200503521452075,0.5833333333333334,0.638020140858083,7,joy_hybrid_v1
193,0.6176972510642531,0.6428571428571429,0.6327931861399869,7,joy_hybrid_v1
194,0.49618075602839906,0.7142857142857143,0.6270437309827882,7,joy_hybrid_v1
6,0.35278191515823437,0.8085106382978723,0.626219149042017,7,joy_hybrid_v1
293,0.7367298786857983,0.5454545454545454,0.6219646787470465,7,joy_hybrid_v1
167,0.6867910332672396,0.5714285714285714,0.6175735561640386,7,joy_hybrid_v1
171,0.5718237817055056,0.6428571428571429,0.614443798396488,7,joy_hybrid_v1
95,0.4718905613713409,0.7058823529411765,0.6122856363132423,7,joy_hybrid_v1
322,0.7165907369109298,0.5384615384615384,0.609713217841295,7,joy_hybrid_v1
237,0.7000102445472571,0.5454545454545454,0.6072768250916301,7,joy_hybrid_v1
291,0.6791490167650968,0.5576923076923077,0.6062749913214234,7,joy_hybrid_v1
13,0.446355023488192,0.7058823529411765,0.6020714211599827,7,joy_hybrid_v1
348,0.7518999708618496,0.5,0.6007599883447399,7,joy_hybrid_v1
316,0.7853376685215586,0.46153846153846156,0.5910581443317005,7,joy_hybrid_v1
252,0.6545968985637024,0.5454545454545454,0.5891114866982081,7,joy_hybrid_v1
264,0.6528718845276421,0.5454545454545454,0.588421481083784,7,joy_hybrid_v1
236,0.5908131747080855,0.5833333333333334,0.5863252698832342,7,joy_hybrid_v1
338,0.5877287273735154,0.5833333333333334,0.5850914909494063,7,joy_hybrid_v1
378,0.5829667043330561,0.5833333333333334,0.5831866817332225,7,joy_hybrid_v1
191,0.7698114228656305,0.45652173913043476,0.5818376126245131,7,joy_hybrid_v1
268,0.7708684483579586,0.45454545454545453,0.5810746520704562,7,joy_hybrid_v1
